Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2008-09,http://services.parliament.uk//bills/2008-09/greenenergydefinitionandpromotion.html,20140413_170732,Green Energy (Definition and Promotion) Act 2009,Private Members' Bill (Ballot Bill),PMB-C,Yes,Yes,Yes,12.11.2009,20.11.2009,Royal Assent,11,21.01.2009,12.11.2009,1st Reading: House of Commons,Royal Assent,Mr Peter Ainsworth,NA,,NA,NA,NA,Royal Assent,12.11.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090019_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090019_en.pdf,20.11.2009,Green Energy (Definition and Promotion) Act 2009,," u'\n'  This Bill seeks to define and promote ‘green energy. It aims to facilitate the development of green energy by:     requiring a review and revision of the Government’s microgeneration strategy, including feed-in tariffs  changing permitted development rights in planning law to facilitate the installation of domestic-scale wind turbines or air source heat pumps </li><li>ensuring that any increase in the value of a domestic property caused by the installation of energy efficiency measures or microgeneration systems will not result in higher council tax or, similarly, in higher rates bills for non-domestic properties.</li></ul> u'\n'",Peter Ainsworth,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,6,6,0,http://www.legislation.gov.uk/ukpga/2009/19/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,Green Energy (Definition and Promotion) Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/healthhl.html,20140413_170732,Health Act 2009,Government Bill,G,Yes,Yes,Yes,12.11.2009,20.11.2009,Royal Assent,30,15.01.2009,12.11.2009,1st Reading: House of Lords,Royal Assent,Lord Darzi of Denham,Alan Johnson,Department of Health,Department of Health,NA,NA,Royal Assent,12.11.2009,NA,NA,NA,NA,NA,NA,," u'\r\n            The Bill aims to improve the quality of NHS care and services and to improve public health.'      Key areas:      Places a duty on providers and commissioners of NHS services to have regard to a new NHS Constitution, which will set out the responsibilities of patients and staff   introduces direct payments for health services with the intention of giving patients greater control over the health care services they receive </li><li>introduces quality accounts, which would provide information on quality for patients, clinicians and managers, with the aim of improving local accountability for services </li><li>makes provisions to protect children and young people from the harm caused by smoking. These provisions relate particularly to advertising and sales from vending machines </li><li>extends the remit of the Local Government Ombudsman to consider complaints from people who have arranged their own adult social care</li><li>introduces a scheme by which prizes for innovation in health service provision may be awarded.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,88,110,http://www.legislation.gov.uk/ukpga/2009/21/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,Health Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/holocaustreturnofculturalobjectsformerlyknownasholocauststolenartrestitution.html,20140413_170732,Holocaust (Return of Cultural Objects) (formerly known as Holocaust (Stolen Art) Restitution) Act 2009,Private Members' Bill (Presentation Bill),PMB-C,Yes,Yes,Yes,12.11.2009,20.11.2009,Royal Assent,10,26.01.2009,12.11.2009,1st Reading: House of Commons,Royal Assent,Mr Andrew Dismore,NA,,NA,NA,NA,Royal Assent,12.11.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090016_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090016_en.pdf,20.11.2009,Holocaust (Return of Cultural Objects) Act 2009,Following agreement by both Houses on the text of the Bill it received Royal Assent on 12 November. The Bill is now an Act of Parliament (law).," u'\r\n            The Bill would give the trustees of various public museums in Britain the power of de-accession of any artefacts or cultural objects currently held in their collections which had been stolen by or on behalf of the Nazi regime between 1933 and 1945, so that these artefacts could be returned to the lawful owners or their heirs. The Bill provides that this power could only be exercised where the return is recommended by an advisory body established by the Secretary of State and where the Secretary of State accepts that body\u2019s recommendation.\r\n           \r\n        '",Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,4,4,0,http://www.legislation.gov.uk/ukpga/2009/16/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,Holocaust (Return of Cultural Objects) Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/homerepossessionprotection.html,20140413_170732,Home Repossession (Protection) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,09.11.2009,Commons,1,03.02.2009,03.02.2009,1st Reading: House of Commons,1st Reading: House of Commons,Mr Andrew Dismore,NA,,NA,NA,NA,1st Reading: House of Commons,03.02.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/052/09052.i-i.html,NA,12.05.2009,Bill as introduced,," u'\r\n            This Bill would amend the Law of Property Act 1925 to ensure that before a mortgagee (lender) can exercise their power of sale, the court must have first given its permission. The aim of the Bill is to give home-owners additional protection against repossession actions.\r\n           \r\n        '",Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/houseoflordsmemberstaxationstatushl.html,20140413_170732,House of Lords (Members' Taxation Status) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,13.11.2009,Lords,3,04.12.2008,12.03.2009,1st Reading: House of Lords,Committee: 1st sitting: House of Lords,Lord Oakeshott of Seagrove Bay,NA,,NA,NA,NA,Committee: 1st sitting: House of Lords,12.03.2009,NA,NA,http://www.publications.parliament.uk/pa/ld200809/ldbills/005/09005.1-i.html,http://www.publications.parliament.uk/pa/ld200809/ldbills/005/2009005.pdf,05.12.2008,Bill as introduced,, u'\r\n            To make provision about the taxation status of Members of the House of Lords.\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/houseoflordshl.html,20140413_170732,House of Lords Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,13.11.2009,Lords,3,04.12.2008,19.03.2009,1st Reading: House of Lords,Committee: 1st sitting: House of Lords,Lord Steel of Aikwood,NA,,NA,NA,NA,Committee: 1st sitting: House of Lords,19.03.2009,NA,NA,http://www.publications.parliament.uk/pa/ld200809/ldbills/004/09004.i-ii.html,http://www.publications.parliament.uk/pa/ld200809/ldbills/004/2009004.pdf,05.12.2008,Bill as introduced,," u'\n'  Lord Steel of Aikwood introduced a similar Bill with the same title in the previous parliamentary session of 2007-08.  That Bill received a second reading, on 30 November 2007, but made no further progress.     Key areas     All recommendations for life peerages would be made by a statutory Appointments Commission </li><li>Existing hereditary Peers would no longer be replaced when they die </li><li>Permanent leave of absence should be granted to Members of the Lords on request. If they do not attend the House of Lords this would be viewed as taking permanent leave of absence </li><li>Members of the Lords sentenced to more than one year in prison would no longer be Members of the House of Lords.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/humanrightsact1998meaningofpublicauthority.html,20140413_170732,Human Rights Act 1998 (Meaning Of Public Authority)  Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,09.11.2009,Commons,2,26.01.2009,03.07.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mr Andrew Dismore,NA,,NA,NA,NA,2nd Reading: House of Commons,03.07.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/042/09042.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/042/2009042.pdf,25.06.2009,Bill as introduced,," u""\r\n            This Bill would clarify the meaning of '""  public  u"" authority' in section 6 of the Human Rights Act 1998. It would introduce a list of factors to be taken into account when considering whether a body is a '""  public  u"" authority' for the purposes of that Act.\r\n           \r\n        """,Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/hydrofluorocarbonslimitation.html,20140413_170732,Hydrofluorocarbons Limitation Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,29.10.2009,Commons,1,30.06.2009,30.06.2009,1st Reading: House of Commons,1st Reading: House of Commons,Clive Efford,NA,,NA,NA,NA,1st Reading: House of Commons,30.06.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/127/09127.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/127/2009127.pdf,15.10.2009,Bill as Introduced,," u'\n'  The Bill would require the Secretary of State, having consulted 'such persons as he considers appropriate' to make regulations:    to phase out the use of hydrofluorocarbons in equipment used in large shops within five years of the Bill becoming an Act    to specify a date by which the use of equipment using hydrofluorocarbons in other commercial premises must be ended.    <p>The Bill uses the definition of a 'large shop' contained in schedule 1 of the Sunday Trading Act 1994, which is a shop with a floor area exceeding 280 square metres.</p> u'\n'",Clive Efford,10185,1549,Labour,1663,1997-05-01,1997,Eltham,924,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/illegallyloggedtimberprohibitionofsale.html,20140413_170732,Illegally Logged Timber (Prohibition Of Sale)  Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,09.11.2009,Commons,2,26.01.2009,26.06.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mr Andrew Dismore,NA,,NA,NA,NA,2nd Reading: House of Commons,26.06.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/041/09041.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/041/2009041.pdf,16.06.2009,Bill as introduced,," u'\n'  The Bill would make it illegal to sell, knowingly or not, timber that had been:    obtained illegally in any way in the country of origin   exported illegally from its country of origin  imported illegally into any country.</li></ul> <p>It also would make it an offence to falsify records with regard to the harvesting, importing or exporting of timber. The maximum penalties included in the Bill are up to five years’ imprisonment and a fine of up to £100,000.</p> u'\n'",Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/industrialcarbonemissionstargets.html,20140413_170732,Industrial Carbon Emissions (Targets) Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,04.11.2009,Commons,2,21.01.2009,03.07.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mr Charles Kennedy,NA,,NA,NA,NA,2nd Reading: House of Commons,03.07.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/028/09028.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/028/2009028.pdf,26.06.2009,Bill as introduced,, u'\r\n            This Bill makes provision for the establishment of a carbon emissions performance standard for electricity generators. It would require the Secretary of State to set a standard for generators after consultation and would prohibit new entrants who did not meet the standard.\r\n           \r\n        ',Charles Kennedy,10334,2864,Liberal Democrat,13070,1983-06-09,1983,"Ross, Skye and Lochaber",1256,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/industryandexportsfinancialsupport.html,20140413_170732,Industry and Exports (Financial Support)  Act 2009,Government Bill,G,Yes,Yes,Yes,21.05.2009,18.11.2009,Royal Assent,13,04.03.2009,21.05.2009,1st Reading: House of Commons,Royal Assent,Mr Pat McFadden,Lord Mandelson,"Dept for Business, Enterprise and Regulatory Reform","Dept for Business, Enterprise and Regulatory Reform",NA,NA,Royal Assent,21.05.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090005_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090005_en.pdf,21.05.2009,Industry and Exports (Financial Support) Act 2009 c.5,," u'\n'  The Bill has two purposes. One is to raise the financial ceiling on support to industry outside assisted areas allowed under the Industrial Development Act 1982 (these limits were last changed by legislation in 2003). The second is to widen the support allowed by the  Export  Credits Guarantee Department under the  Export  and Investment Guarantees Act 1991. It is a short Bill with three clauses, amending the 1982 and 1991 Acts mentioned above. <br/>Key areas</p> <ul><li>Amends section 8(5) of the Industrial Development Act 1982, which sets the ceiling on financial assistance allowed under ‘section 8’ powers. It increases the limit allowed under section 8 to £12 billion, along with the capacity for a further four orders of £1 billion each taking the overall limit to £16 billion.</li><li>Amends section 1(1) of the <span style=""color: white; background-color: #50ccc5"">Export</span> and Investment Guarantees Act 1991 to widen support provided by the <span style=""color: white; background-color: #50ccc5"">Export</span> Credits Guarantee Department to include <span style=""color: white; background-color: #50ccc5"">export</span>s that have already taken place.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,http://www.legislation.gov.uk/ukpga/2009/5/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-05-21,primary,Industry and Exports (Financial Support) Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/insolvencyprovisionofinformationtoemploymentagencies.html,20140413_170732,Insolvency (Provision of Information to Employment Agencies) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,23.10.2009,Commons,1,21.04.2009,21.04.2009,1st Reading: House of Commons,1st Reading: House of Commons,Phil Wilson,NA,,NA,NA,NA,1st Reading: House of Commons,21.04.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to require insolvency practitioners to provide information regarding redundancies to employment agencies when a company goes into administration within a specified period; and for connected purposes. \r\n           \r\n        ',Phil Wilson,13933,11171,Labour,8696,2007-07-20,2007,Sedgefield,1274,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/installationofletterboxguardsprotectionfromdogs.html,20140413_170732,Installation of Letter Box Guards (Protection from Dogs) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,11.11.2009,Commons,1,09.11.2009,09.11.2009,1st Reading: House of Commons,1st Reading: House of Commons,Ann Coffey,NA,,NA,NA,NA,1st Reading: House of Commons,09.11.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to require householders to fit a letter box guard if they are in possession of a dog; and for connected purposes. \r\n           \r\n        ',Ann Coffey,10122,1020,Labour,6784,1992-04-09,1992,Stockport,1334,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/landusegardensprotectionetc.html,20140413_170732,Land Use (Gardens Protection Etc)  Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,09.11.2009,Commons,2,26.01.2009,08.05.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mr Andrew Dismore,NA,,NA,NA,NA,2nd Reading: House of Commons,08.05.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/034/09034.1-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/034/2009034.pdf,05.05.2009,Bill as introduced,, u'\r\n            The Bill would require planning authorities to have special regard to the desirability of preserving gardens and urban green spaces. Current planning guidance provides some protection for public open space but not for private gardens. The Bill has been drafted in response to concerns that too many private gardens are used to provide for house building.\r\n           \r\n        ',Andrew Dismore,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/lawcommissionhl.html,20140413_170732,Law Commission Act 2009,Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,Yes,Yes,12.11.2009,20.11.2009,Royal Assent,10,26.01.2009,12.11.2009,1st Reading: House of Lords,Royal Assent,Lord Lloyd of Berwick,Emily Thornberry,,,NA,NA,Royal Assent,12.11.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090014_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090014_en.pdf,20.11.2009,Law Commission Act 2009,," u'\n'  The Bill contains provisions relating to the work of the Law Commission (a statutory body created in 1965 to promote the reform of the law of England and Wales) and would amend the Law Commission Act 1965. The provisions of the Bill would    require the Lord Chancellor to prepare an annual report, to be laid before Parliament, on the implementation of Law Commission proposals  require the Lord Chancellor to set out plans for dealing with any Law Commission proposals which have not been implemented and provide the reasoning behind decisions not to implement proposals</li><li>allow the Lord Chancellor and Law Commission  to agree a protocol about the Law Commission’s work. The protocol would be designed to provide a framework for the relationship between the UK Government and the Law Commission, and the Lord Chancellor would have to lay the protocol before Parliament. </li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,http://www.legislation.gov.uk/ukpga/2009/14/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,Law Commission Act 2009
2008-09,http://services.parliament.uk//bills/2008-09/leaseholdersrights.html,20140413_170732,Leaseholders Rights Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,29.10.2009,Commons,2,21.01.2009,26.06.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mrs Jacqui Lait,NA,,NA,NA,NA,2nd Reading: House of Commons,26.06.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/017/09017.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/017/2009017.pdf,11.06.2009,Bill as Introduced,, u'\n'  This Bill would extend the duties on freeholders to consult with their leaseholders in respect of carrying out major works. It would place a cap on the amount of service charge payable by a leaseholder within a 12 month period. It would also extend the duty on local authorities to consult with tenants over housing management matters so that this duty would include matters affecting leaseholders on which the Government is consulting and to which the authority intends to submit a written response.  u'\n',Jacqui Lait,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/leedscitycouncil.html,20140413_170732,Leeds City Council Act 2013,Private Bill,PB,No,No,Yes,28.02.2013,04.02.2014,Royal Assent,23,27.11.2007,28.02.2013,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,,Royal Assent,28.02.2013,NA,NA,http://www.legislation.gov.uk/ukla/2013/2/contents/enacted/data.htm,NA,18.03.2013,Leeds City Council Act 2013 c.ii,," u'\n'  If you are ""specially and directly affected"" by this bill you may oppose the bill or seek its amendment before a Select Committee in either or both Houses.  If you present a ""petition"" against the bill at the appropriate times you may be able to have your views on the bill heard by the Committee (in whichever House you petition).There are specific times when petitions can be presented.      The petitioning period in the House of Commons ended on 30 January 2008.    The petitioning period in the House of Lords ended on 8 February 2010.     There will be no further opportunity to petition against the Bill in Parliament.   No petitions were deposited against the Bill in the House of Commons, 1 petition was deposited in the House of Lords. Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the Leeds City Council Act 2013  u'\n'  The Bill (as originally introduced) makes provisions relating to street trading and consumer protection in the city, in particular by:   <ul><li>allowing the Council to regulate services offered on the street as well as the sale of goods </li><li>altering the exemption enjoyed by holders of a pedlar’s certificate from the street trading regime in the Local Government (Miscellaneous Provisions) Act 1982</li><li>empowering council officers or the police to seize goods and equipment when they believe a street trading offence has been committed</li><li>empowering courts to order the forfeiture of such articles</li><li>enabling council officers to serve fixed penalty notices for street trading offences.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,http://www.legislation.gov.uk/ukla/2013/2/contents/enacted/data.xml,2013,UnitedKingdomLocalAct,2013-02-28,primary,Leeds City Council Act 2013
2008-09,http://services.parliament.uk//bills/2008-09/lendingregulation.html,20140413_170732,Lending (Regulation) Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,29.10.2009,Commons,2,21.01.2009,27.02.2009,1st Reading: House of Commons,2nd Reading: House of Commons,Mr Russell Brown,NA,,NA,NA,NA,2nd Reading: House of Commons,27.02.2009,NA,NA,http://www.publications.parliament.uk/pa/cm200809/cmbills/024/09024.i-i.html,http://www.publications.parliament.uk/pa/cm200809/cmbills/024/2009024.pdf,24.02.2009,Bill as introduced,," u""\r\n            This Bill would prohibit credit card lenders from sending unsolicited offers of credit card cheques and require them to make clear customers' rights in potential cases of card payment default. It would also require the Secretary of State to specify 'a standard method of calculating interest rates' that card companies must use in their promotional literature.\r\n           \r\n        """,Russell Brown,10070,662,Labour,7449,1997-05-01,1997,Dumfries and Galloway,952,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/livemusichl.html,20140413_170732,Live Music Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,13.11.2009,Lords,1,15.07.2009,15.07.2009,1st Reading: House of Lords,1st Reading: House of Lords,Lord Clement-Jones,NA,,NA,NA,NA,1st Reading: House of Lords,15.07.2009,NA,NA,http://www.publications.parliament.uk/pa/ld200809/ldbills/066/09066.1-i.html,http://www.publications.parliament.uk/pa/ld200809/ldbills/066/2009066.pdf,16.07.2009,Bill as Introduced,, u'\r\n            A Bill to amend the Licensing Act 2003 with respect to the performance of live music entertainment; and for connected purposes\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/localdemocracyeconomicdevelopmentandconstructionhl.html,20140413_170732,"Local Democracy, Economic Development and Construction Act 2009",Government Bill,G,Yes,Yes,Yes,12.11.2009,18.01.2010,Royal Assent,32,04.12.2008,12.11.2009,1st Reading: House of Lords,Royal Assent,Baroness Andrews,Hazel Blears,Department for Communities and Local Government,Department for Communities and Local Government,NA,NA,Royal Assent,12.11.2009,NA,NA,http://www.opsi.gov.uk/acts/acts2009/ukpga_20090020_en_1,http://www.opsi.gov.uk/acts/acts2009/pdf/ukpga_20090020_en.pdf,20.11.2009,"Local Democracy, Economic Development and Construction Act 2009",," u'\n'  The Bill seeks to create greater opportunities for community and individual involvement in local decision-making. It also provides for greater involvement of local authorities in local and regional economic development.    Key areas:     Provisions to secure greater involvement of people in the workings and decision-making processes of local public authorities  provisions to ensure that councils respond to petitions and can consider other matters raised by citizens in their area  a new duty for local authorities to assess economic conditions; a joint duty on regional development agencies and local authorities to produce a single regional strategy; and powers for councils to co-operate in promoting economic development.   u'Additional provisions in the Bill include: ' <ul><li>establishing a new body to represent the interests of housing tenants in England at national level </li><li>new powers for audit authorities to appoint auditors to, and to produce public interest reports on, entities connected with local authorities</li><li>making the Boundary Committee for England a separate body from the Electoral Commission </li><li>improving the operation of construction contracts particularly as regards cash flow and adjudication.   </li></ul> <p> </p> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,170,225,http://www.legislation.gov.uk/ukpga/2009/20/contents/data.xml,2009,UnitedKingdomPublicGeneralAct,2009-11-12,primary,"Local Democracy, Economic Development and Construction Act 2009"
2008-09,http://services.parliament.uk//bills/2008-09/localemployment.html,20140413_170732,Local Employment Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,23.10.2009,Commons,1,23.06.2009,23.06.2009,1st Reading: House of Commons,1st Reading: House of Commons,Mr Jamie Reed,NA,,NA,NA,NA,1st Reading: House of Commons,23.06.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to promote the utilisation of local business supply chains and the local workforce in the completion of major infrastructure projects; and for connected purposes.\r\n\r\n           \r\n        ',Jamie Reed,11511,8696,Labour,3833,2005-05-05,2005,Copeland,843,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/localhealthservicesanddemocraticinvolvement.html,20140413_170732,Local Health Services and Democratic Involvement Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,27.10.2009,Commons,1,21.10.2009,21.10.2009,1st Reading: House of Commons,1st Reading: House of Commons,Dr John Pugh,NA,,NA,NA,NA,1st Reading: House of Commons,21.10.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to require Primary Care Trusts to obtain prior approval for their spending plans; to require Primary Care Trusts to present an annual spending plan to certain local authorities for approval; to provide resolution arrangements in the event of Primary Care Trusts failing to secure the consent of the relevent local authority; and for connected purposes.\r\n           \r\n        ',John Pugh,11174,6882,Liberal Democrat,6024,2001-06-07,2001,Southport,1321,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/localplanningauthoritiesprotectionoflocalservices.html,20140413_170732,Local Planning Authorities (Protection of Local Services) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.11.2009,Commons,1,10.11.2009,10.11.2009,1st Reading: House of Commons,1st Reading: House of Commons,Greg Mulholland,NA,,NA,NA,NA,1st Reading: House of Commons,10.11.2009,NA,NA,NA,NA,NA,NA,, u'\r\n            A Bill to make provision for local planning authorities to require planning permission prior to the demolition or change of use of any or all premises or land used or most recently used as a local service; and for connected purposes.\r\n\r\n           \r\n        ',Greg Mulholland,11672,9010,Liberal Democrat,9103,2005-05-05,2005,Leeds North West,1070,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,http://services.parliament.uk//bills/2008-09/londonlocalauthoritieshl.html,20140413_170732,London Local Authorities Act 2012,Private Bill,PB,No,No,Yes,27.03.2012,01.05.2012,Royal Assent,28,27.11.2007,27.03.2012,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Sharpe Pritchard,Westminster City Council,Royal Assent,27.03.2012,NA,NA,http://www.legislation.gov.uk/ukla/2012/2/contents/enacted/data.htm,NA,19.03.2012,London Local Authorities Act 2012,The Bill received Royal Assent on 27 March 2012 and is now an Act of Parliament.," u'\n'  There are specific times when petitions can be presented. If you are ""specially and directly affected"" by this bill you may oppose the Bill or seek its amendment before a Select Committee in either or both Houses.  If you present a ""petition"" against the Bill at the appropriate times you may be able to have your views on the Bill heard by the Committee (in whichever House you petition).     Petitions against the additional provision.  The petitioning period against the additional provision has now ended.  The petitioning period for petitions against the Bill in the House of Lords ended on 6 February 2008.   The petitioning period in the House of Commons ended on 14 December 2009     There will be no further opportunities to deposit petitions against the bill in either House.   The Bill was opposed in the Lords, 4 petitions were presented against the Bill in the House of Lords (one was subsequently withdrawn). The Bill is opposed in the Commons 3 petitions were deposited there.   Petitions can be accessed from the ""Bill documents"" link on the left hand side of this webpage.  u'\n'  Summary of the London Local Authorities Act 2012  u'\n'  The Bill (as originally introduced) confers a range of further powers upon local authorities in London, including:  <ul><li><div>the issuing of penalty charges for littering and dog-related offences </div></li><li><div>miscellaneous provisions related to public health, environmental protection and highways</div></li><li><div>provision for local authorities to serve management orders on owners of houses in multiple occupation that require maintenance</div></li><li><div>changes to the powers of entry by ‘appropriate officers’ to houses</div></li><li><div>miscellaneous provisions for the licensing of premises.</div></li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,21,50,http://www.legislation.gov.uk/ukla/2012/2/contents/enacted/data.xml,2012,UnitedKingdomLocalAct,2012-03-27,primary,London Local Authorities Act 2012
